wave	name_CW	packet_name_1	packet_name_2	name_TGRC	name_CC	name_EA	name_PI	name_TS	name_BGV	name_FLA	name_LYC	name_TR	name_other	name_original_alonge	name_original_razifard	part_of_razifard	part_of_alonge	species	alonge_species	Taxon	SV Count	SV Collector Rank	SRA ID	Yield (bp)	Assigned_population	Country	Province	Collecting_locality	Local_name	Notes_from_original_collections	Latitude	Longitude	fresh_weight_(g)	dry_weight_(%)	locule_number_(count)	pericarp_thickness_(mm)	soluble_solids_(Brix)	beta-carotene_(mg/g_tissue)	lycopene_(mg/g_tissue)	citric_acid_(mg/g_tissue)	malic_acid_(mg/g_tissue)	glucose_(mg/g_tissue)	fructose_(mg/g_tissue)	alpha-tomatine_(mg/g_tissue)	dehydrotomatine_(mg/g_tissue)
7	CW0113	LA4748		LA4748					BGV007918						BGV007918	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Querétaro	Rioverdito;Querétaro	Tomate coyol	wild, wild, >1 cm, espontaneous, to make sauce	21.25	-99.116666670000001	2.796309524	10.99798894	2.0785714290000001	0.76424999999999998	6.8	4.0919310529999997	67.359828739999998	8.2424242420000002	0.16551724100000001	13.032727270000001	18.052830190000002	2.5438869999999999E-3	7.9341399999999999E-4
7	CW0114	LYC1969			CC02724	EA02724		TS-669			LYC1969			LYC1969		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3675	7	Pending	Pending																					
7	CW0115	LA4727		LA4727					BGV007862						BGV007862	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	San Eduardo;Yucatán	Tomate	farmland, primitive cultivar	21.216666669999999	-88.8	33.51291667	8.005472039	2.4456521740000001	4.1053888890000003	6.05	1.380336912	37.760174929999998	2.669379599	0.44597091300000002	18.33018182	20.723076930000001	1.0498759999999999E-3	2.28836E-4
7	CW0116	TR00019						TS-732				TR00019		TR00019		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	4638	4	Pending	Pending																					
7	CW0117	LA4666		LA4666					BGV006225						BGV006225	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Comunidad Shuar Sharup.Gualaquiza;Morona Santiago	Tomate riñón	kidney tomate, primitive cultivar	-3	-78	7.962083333	7.103018985	2.0125000000000002	1.5323055560000001	4.95	1.682896967	41.651014889999999	5.9570642200000004	0.22891439499999999	13.766081870000001	16.181132080000001	NA	NA
7	CW0118	BGV008096							BGV008096						BGV008096	TRUE	FALSE	lycopersicum							SLC PER	PER	San Martín	Casaria de Pacaisapa;San Martín	unknown	An orchard of mandarines. Small SLC type fruit with 2 locules 2.2 x 2 cm. General notes: Most of this stuff in Alto Mayo and Baso Mayo is bitter to my taste and to most others	-6.1833333330000002	-76.833333330000002	9.748916667	7.184622863	2.2124999999999999	1.6293888889999999	4.5	2.1461977430000001	18.261380729999999	6.9688025409999996	0.29310710499999998	9.4787658799999992	13.302467350000001	9.9117838999999999E-2	5.0730519999999998E-3
7	CW0119	LA4762		LA4762					BGV008037						BGV008037	TRUE	FALSE	lycopersicum							SLC PER	PER	Ayacucho	Hotel Oasis;San Francisco;Ayacucho	Tomate	Dooryard weed.  Hotel Oasis, San Francisco. 600 m. Dooryard of hotel, many plants seen, collected from only 1 plant. Said to result from the sowing of large fruited type. Probably spontaneous. Large 2.5 [cm diameter], 2 locules cherry, very hairy (1970)	-12.616667	73.791667000000004	6.127916667	9.93233191	2.0357142860000002	1.5534444439999999	6.55	1.7125622380000001	42.06912535	5.3534153419999999	0.18246305400000001	18.251851850000001	22.47843138	1.577267E-3	3.0577799999999999E-4
7	CW0120	LA4705		LA4705					BGV006931						BGV006931	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Zamora Chinchipe	Pachicutza;Zamora Chinchipe	Tomatillo	orchard close to Health Center	-3.6705555560000001	-78.612222220000007	9.722916667	7.692507853	3.4624999999999999	1.120518519	5.5	2.6277444659999998	18.472895780000002	6.0356435639999999	0.205940594	13.84727273	18.430769229999999	NA	NA
7	CW0121	LA4734		LA4734					BGV007872						BGV007872	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	Mercado;Oxkutzcab;Yucatán	Tomate zocato	Oxcutcaz market, primitive cultivar "Zocato"	20.3	-89.416666669999998	68.68111111	6.678620906	5.9188011109999996	3.676388889	4.2	1.356110843	12.88530737	2.6666666669999999	0.60198019800000002	12.448	16.347826090000002	3.0661282000000002E-2	9.0111979999999998E-3
7	CW0122	LA4724		LA4724					BGV007854						BGV007854	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	Santa Elena.Telchac Puerto;Yucatán	Tomate Manzano	farmland, primitive cultivar "Manzano"	21.283333330000001	-89.25	44.705	7.339903877	5.55	3.0818055559999999	5.5	1.8164240149999999	32.884884139999997	6.0235294120000002	0.293069307	14.048	17.664000000000001	1.0455950000000001E-3	1.4907899999999999E-4
7	CW0123	LA4662		LA4662					BGV005912						BGV005912	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Zamora Chinchipe	Yantzaza.Yantzaza;Zamora Chinchipe	Tomate		-3.8333333330000001	-78.75	11.84375	5.929843673	3.8194733190000001	1.8971388890000001	5.0999999999999996	2.21711825	48.807840659999997	6.4304761900000003	0.27439613499999999	15.34285714	16.948148150000002	9.2057030000000008E-3	2.7805030000000001E-3
7	CW0124	LA4702		LA4702					BGV006907						BGV006907	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Yurupaza;Morona Santiago	Tomatillo	backyard, primitive cultivar	-2.6205555559999998	-78.198611110000002	11.29833333	7.763163576	5.8624999999999998	1.3726388890000001	5.8	0.99897068600000005	24.400076330000001	6.7265306120000004	0.32410256399999998	15.22758621	18.321568630000002	NA	NA
7	CW0125	LA4755		LA4755					BGV007935						BGV007935	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	MEX	Nayarit	Santispac;Nayarif	Tomatillo	wild, wild, 1 cm, espontaneous, to make sauce	21.8	-105.33333330000001	1.929516667	12.97103299	2.3125	0.73752777800000002	6.8	4.1049002259999998	43.228485069999998	8.3745920750000007	0.23023555400000001	16.80414815	20.452578620000001	4.1497019999999999E-3	9.1056600000000002E-4
7	CW0126	BGV008042	LA4764	LA4764					BGV008042					BGV008042	BGV008042	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	20401	10	SRR10763456	94176006631	unassigned	PER	Cuzco	Convento de Sivia;Pichari, a 3 Km dirección N;Cuzco	Tomate	Collected by Miguel Holle in various places on and near convent grounds. Sample sub-divided in 9 sub-samples. Surely it comes from cultivated tomato	-13	-72.533333330000005	3.536391667	10.05419368	3.46	0.98408333299999995	6.9	1.4998689810000001	46.840364839999999	3.4642201830000001	0.101463415	11.457142859999999	16.32592593	7.5732530000000003E-3	1.6979199999999999E-3
7	CW0127	LA3242		LA3242	CC07268			TS-212					Flora-Dade	Flora-Dade		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum fresh	4126	N/A	SRR10208148	50155531475																					
7	CW0128	LA3475		LA3475	CC06884			TS-3 / TS-228					M82	M82		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum processing	7603	N/A	Pending	Pending																					
7	CW0129	LA4706		LA4706					BGV006934						BGV006934	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Zamora Chinchipe	Simón Bolívar.Yantzaza;Zamora Chinchipe	unknown	backyard, primitive cultivar	-3.7883333330000002	-78.751388890000001	11.87008333	8.31554907	3.875	1.579888889	4.8	1.7172297519999999	27.018814460000002	4.1663366340000003	0.225742574	13.76	15.23076923	4.4395779999999996E-3	1.515841E-3
7	CW0130	LA4733		LA4733					BGV007871						BGV007871	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	Mercado;Muna;Yucatán	Tomate manzano	Muna market, primitive cultivar "Manzano"	20.483333330000001	-89.7	53.82746795	7.738655252	5.141666667	3.9873884259999999	6.05	1.1045044310000001	25.019858469999999	3.5781342839999999	0.77073495800000003	16.116363639999999	20.386415100000001	1.15146E-3	3.53605E-4
7	CW0131	PI406890					PI406890							PI406890	PI406890	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	11070	43	SRR10343557	89530253300	SLC PER	HND		toward El Paraiso, 1 km from Danli	unknown	Round, red fruits to 2 cm in diameter.(1976)Collected toward El Paraiso, 1 km from Danli.	13.971247	-86.621684000000002	4.896666667	9.952386841	2.125	NA	6.9	4.8533395940000004	29.330754509999998	7.2461538460000003	0.27707317100000001	13.942857139999999	15.686274510000001	NA	NA
7	CW0132	BGV008221							BGV008221						BGV008221	TRUE	FALSE	lycopersicum							SLC MEX	SLV		Ruinas de Santa Ana;San Salvador;La Libertad	unknown	Fruit round, red, to 2.5 cm in diameter. Collected from the ruins of San Andres, 20 km from San Salvador (1976)	13.81666667	-89.4	5.075416667	9.7748125	2.0874999999999999	1.0564166669999999	6.05	2.9560311459999999	32.251602380000001	9.5428256880000006	0.36700896199999999	15.90253411	17.621770690000002	1.2707586E-2	1.5611589999999999E-3
8	CW0133	LA4780		LA4780					BGV014516						BGV014516	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Rumisapa.Rumisapa.Lamas;San Martín	unknown	primitive cultivar in backyard	-6.4491666670000001	-76.472777780000001	9.961041667	8.566655538	3.1124999999999998	1.386388889	5	0.98478105500000002	31.691279170000001	8.2262626260000005	0.33786407800000001	11.744	15.686956520000001	0.14593850799999999	8.8635769999999992E-3
8	CW0134	EA00371			CC00371	EA00371		TS-667						EA00371		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum fresh	2582	12	Pending	Pending																					
8	CW0135	PI129033					PI129033							PI129033	PI129033	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	25448	11	SRR10763455	117370324807	SLC ECU	ECU	Guayas	Market Guayaquil	unknown	SLL en ARS GRIN. Fruit small, very rough, flat, many celled. From the market at Guayaquil (1938)	-2.016791	-80.060473000000002	43.41777778	7.37531643	10.85	1.794361111	4.6500000000000004	0.92030493700000005	83.82140244	4.9368849429999999	0.34791092299999998	11.656140349999999	14.804354139999999	3.2292499999999999E-3	6.6111800000000004E-4
8	CW0136	EA00940				EA00940		TS-731						EA00940		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2459	10	Pending	Pending																					
8	CW0137	LA4709		LA4709					BGV007023						BGV007023	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Arapicos;Morona Santiago	Tomatillo		-2.388888889	-78.169722219999997	10.52916667	8.847052777	2.5	1.796666667	6.3	1.3354375839999999	54.72016584	5.6101443299999998	0.36084490600000002	19.746438749999999	21.527140790000001	1.7651430000000001E-3	2.78163E-4
8	CW0138	LA0417		LA0417	CC00565	EA00565		TS-50 / TS-295						LA0417		FALSE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	20120	N/A	Pending	Pending																					
8	CW0139	LA4661		LA4661					BGV005895						BGV005895	TRUE	FALSE	lycopersicum							SLC MEX	ECU	Zamora Chinchipe	Timbara.Zamora;Zamora Chinchipe	Tomatillo		-4.0333333329999999	-78.883333329999999	6.67125	8.980789038	2.1375000000000002	1.3108611109999999	6.5	2.7302597290000001	31.765668269999999	6.0514851490000003	1.3044334980000001	15.940740740000001	19.2627451	2.99723E-3	1.481357E-3
8	CW0140	LA4747		LA4747					BGV007911						BGV007911	TRUE	FALSE	lycopersicum							SLC MEX	MEX	San Luis de Potosí	Cuesta de los monos;Tamazunchate;San Luis Potosí	Tomate coyolito	wild, "Coyolito", 1,5 - 2 cm	21.983333330000001	-98.983333329999994	2.912083333	10.21939736	2.0249999999999999	0.81525000000000003	6.55	4.4243231520000004	49.248291700000003	7.2666142420000002	0.17499999999999999	14.36984127	16.20435414	1.7062449999999999E-3	5.3375000000000004E-4
8	CW0141	BGV008067							BGV008067						BGV008067	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Guerrero	Acapulco de Juárez;Guerrero	unknown	Market. Fruits bright red, 13mm in diameter, used for cooking salsa	16.850000000000001	-99.9	2.443288636	12.0629586	2.3288461539999998	0.68225000000000002	7.65	2.7409364250000001	24.204078939999999	11.758490569999999	0.274066219	21.01947973	23.267085959999999	1.0147918000000001E-2	1.6272330000000001E-3
8	CW0142	LA4732		LA4732					BGV007870						BGV007870	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	Mercado;Muna;Yucatán	Tomate zocato	Muna market, primitive cultivar "Zocato"	20.483333330000001	-89.7	37.49322222	6.888414014	NA	NA	4.75	1.6243939380000001	34.186585280000003	3.8692063490000002	0.29939668200000003	11.69010989	16.446769230000001	6.7557296000000003E-2	5.7543680000000002E-3
8	CW0143	LA4742		LA4742					BGV007901						BGV007901	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Puebla	Coahuila;Huanchinango;Puebla	Tomate Cuatomate;milpero	wild, spontaneous,Cuatomate ot tomato of "milpa"	20.18333333	-98.05	3.111695833	10.56605737	2.0499999999999998	0.66941666700000002	7.15	3.6986357609999998	38.914454640000002	8.4768782760000008	0.18242455899999999	19.048080809999998	21.415674889999998	7.5077175999999995E-2	1.5548144E-2
8	CW0144	LA4769		LA4769					BGV012614						BGV012614	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Veracruz	Papantla de Olarte;Veracruz	unknown	LA1456. Wild species (year 1971)	20.45	-97.316666670000004	3.02625	10.32085561	2.125	NA	6.8	2.8459006539999998	28.66755238	7.3120000000000003	0.21052631599999999	16.901818179999999	20.316981129999999	3.8140660000000001E-3	1.1638969999999999E-3
8	CW0145	LA4707		LA4707					BGV007015						BGV007015	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Tungurahua	La Ciénaga;Baños de Agua Santa, a 5 Km dirección E;Tungurahua	Tomate	farmland, primitive cultivar	-1.3983333330000001	-78.383888889999994	11.86416667	8.997946214	3.1625000000000001	1.7876666670000001	6.2	0.80727355899999997	27.007458880000001	9.9082568809999998	0.267961165	18.591999999999999	21.00869565	1.3849389E-2	2.2536510000000002E-3
8	CW0146	LA4695		LA4695					BGV006867						BGV006867	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Pastaza	Kunkuki;Pastaza	unknown	farmland	-1.850555556	-77.822500000000005	5.015416667	9.158717687	2	1.3964242419999999	5.2	0.90851901000000002	35.830066930000001	7.3105916310000003	0.327903469	14.09002849	16.791582009999999	1.515244E-3	4.3597500000000001E-4
8	CW0147	LA1090		LA1090	CC06916	EA00465		TS-122 / TS-663						LA1090		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3342	31	Pending	Pending																					
8	CW0148	LA4744		LA4744					BGV007908						BGV007908	TRUE	FALSE	lycopersicum							SLC MEX	MEX	San Luis de Potosí	Tehuetlan;San Luis de Potosí	Tomate chico	wild, wild, Tomato small, yellow fruit, 1,5 - 2 cm	21.05	-98.5	2.484641667	12.31202506	2	0.73033333300000003	8.9	1.6729406250000001	0	4.1077735850000003	9.1237211999999998E-2	25.594088670000001	27.925925929999998	NA	NA
8	CW0149	LA4753		LA4753					BGV007933						BGV007933	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	MEX	Nayarit	Tecuala;Nayarif	Tomatillo	wild, wild, 1 cm, espontaneous, to make sauce	22.383333329999999	-105.45	2.755416667	12.90408022	2.0499999999999998	0.66474999999999995	9.3000000000000007	0.74908277999999995	0	7.0808731040000001	0.21650165099999999	26.64778325	28.94049347	6.1912419999999996E-3	1.251233E-3
8	CW0150	PI311117			CC05701	EA05701	PI311117	TS-693						PI311117		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3684	6	Pending	Pending																					
8	CW0151	BGV004584		LA4660					BGV004584						BGV004584	TRUE	FALSE	lycopersicum							SLC PER	COL	Cauca		unknown	no info	2.4301759999999999	-77.055014999999997	9.624	9.384807274	2.3624999999999998	2.2191666670000001	7.1	2.8778412929999999	37.040874430000002	6.1248844890000003	0.15605722799999999	19.918441560000002	22.51991615	1.0101727E-2	2.6631789999999999E-3
8	CW0152	LA2697		LA2697											LA2697	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	COL	Valle del Cauca	Vereda Mata de Cana	Tomate pajarito	wild; occasionall plants; 5 plants in home garden with little leaf disease; fruits red, 1.5-2.5 cms in diameter. Collector: M. Garcia, E. Garcia, M. Holle.	unknown	unknown	3.549583333	12.01073867	2	0.87594444400000004	7.15	5.0811329719999998	42.026443270000001	7.0431372550000004	0.25214596900000003	19.209714290000001	22.27622642	2.29423E-3	1.0176689999999999E-3
9	CW0153	LA4774		LA4774					BGV012640						BGV012640	TRUE	FALSE	lycopersicum							SLC PER	PER	Apurímac	Hacienda Carmen;Apurímac	unknown		-13.55	-72.616666670000001	10.145	8.689475972	2.49222973	1.2568888890000001	5.4	6.0945818410000001	34.515863260000003	8.9100917430000006	0.16237623800000001	12	14.24	3.0660779999999999E-3	3.82512E-4
9	CW0154	LA4708		LA4708					BGV007017						BGV007017	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Tungurahua	Río Verde;Tungurahua	Tomatillo	backyard, primitive cultivar	-1.4044444439999999	-78.300833330000003	9.577916667	9.157620874	2.8624999999999998	2.4444848480000001	5.8	1.0611546679999999	50.986639539999999	8.6339622640000009	0.31219512199999999	14.54035088	16.45283019	1.2550829999999999E-3	1.7894800000000001E-4
9	CW0155	BGV008219							BGV008219						BGV008219	TRUE	FALSE	lycopersicum							SLC MEX	CRI	Guacanaste	La Cruz;Guacanaste	unknown	Collected near the house of David Asquina (1976). Round, red fruit to 1.5 cm in diameter. 	11.06666667	-85.633333329999999	3.877083333	11.25134695	1.9875	0.91166666699999999	6.05	2.4796266509999998	38.745760920000002	7.2451951079999999	0.81733583499999996	15.71854637	17.73410741	NA	NA
9	CW0156	BGV008189							BGV008189					BGV008189	BGV008189	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	13083	16	Pending	Pending	SLC PER	PER	Huanuco	Rio Huallaga;Tingo Maria;Huánuco	unknown	Collected along the Rio Huallaga, just above Tingo Maria. Fruit small, cherrylike; evidently an escape from cultivation (1938)	-9.9338700000000006	-76.680762000000001	3.967083333	8.968169086	3.15	1.1766363639999999	5.2	1.239765735	26.065463139999999	6.4153846149999998	0.26028708099999998	10.628571429999999	17.415384620000001	3.4425689999999999E-3	9.0949100000000001E-4
9	CW0157	BGV006865	LA4694	LA4694					BGV006865					BGV006865	BGV006865	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	14677	9	SRR10763457	96202504812	SLC ECU	ECU	Pastaza	Pitirishca;Pastaza	unknown	farmland, growing wild	-1.809166667	-77.829166670000006	4.11375	9.340129494	2	0.95006944400000004	5.7	1.304687267	32.100639610000002	7.725490196	0.29736011499999998	16.73138402	18.866444690000002	5.2132100000000002E-3	1.015609E-3
9	CW0158	LYC1410			CC02655	EA02655		TS-697			LYC1410			LYC1410		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum fresh	2853	8	Pending	Pending																					
9	CW0159	LA4761		LA4761					BGV008036						BGV008036	TRUE	FALSE	lycopersicum							SLC PER	PER	Junín	Granja;Satipo;Junín	Tomate	Weed along irrigation dike, at foot of banana tree (year 1970)	-11.69197	-75.292643999999996	9.314166667	9.21192559	3.3125	1.958444444	6.25	1.8523120399999999	26.4399786	7.8076465600000002	0.27748030800000001	16.914285719999999	19.670588240000001	1.3378730000000001E-3	3.9513599999999998E-4
9	CW0160	BGV013945							BGV013945						BGV013945	TRUE	FALSE	lycopersicum							SLC PER	PER	Cuzco	Pilcopata;Cuzco	unknown	In a garden, wild (1985)	-13.06666667	-71.166666669999998	8.844583333	8.427241604	4.4443277309999996	1.339444444	4.9000000000000004	2.0288093620000001	51.086591589999998	5.2416132940000004	0.26495233099999999	10.45542857	13.521733060000001	2.0645350000000002E-3	5.2710699999999997E-4
9	CW0161	LA4704		LA4704					BGV006927						BGV006927	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Zamora Chinchipe	Pachicutza;Zamora Chinchipe	Tomate	backyard, weed	-3.6661111110000002	-78.610277780000004	10.76791667	7.886459885	4.5146750000000004	2.4375277780000002	4.5999999999999996	4.1514061959999999	36.895245610000003	3.4348623850000002	0.115384615	10.68571429	15.366037739999999	5.0295569999999996E-3	2.8452939999999999E-3
9	CW0162	LA4759		LA4759					BGV007990						BGV007990	TRUE	FALSE	lycopersicum							SLC PER	PER	Apurímac	Bellavista.Cotabambas;Apurímac	Tomate	no info	-13.55	-72.616666670000001	9.53	9.76036783	3.38	1.2267666669999999	5.7	2.6592363300000001	27.578435720000002	6.3305630510000004	0.205769231	14.237090909999999	17.733333340000001	3.062965E-3	5.4589099999999995E-4
9	CW0163	LA4703		LA4703					BGV006910						BGV006910	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Chinganaza Nuevo;Morona Santiago	unknown	backyard, primitive cultivar	-2.7516666669999998	-78.304722220000002	4.503333333	11.49068323	2.0499999999999998	0.95870668400000003	7.4	1.0799509030000001	55.193616140000003	9.5207920789999996	0.32	20.646153850000001	23.5755102	6.3131869999999996E-3	9.8176399999999999E-4
9	CW0164	LA4691		LA4691					BGV006828						BGV006828	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Pastaza	Recinto San Vicente;Pastaza	unknown	farmland, leaves like SP, fruit like ceras	-1.318333333	-77.888888890000004	15.81416667	7.932114133	4.6500000000000004	1.5672222220000001	5.2	1.9493038149999999	18.583113869999998	3.9215686270000001	0.12427184500000001	15.42857143	16.8	1.165508E-3	4.2622299999999999E-4
9	CW0165	LA0767		LA0767											LA0767	TRUE	FALSE	lycopersicum							unassigned	GTM	Quetzaltenango	unknown	unknown	primitive cultivar	14.833333	-91.516666999999998	55.06375	7.664625879	7.1287883330000001	2.8723809519999999	5.6	0.67407578099999998	50.391471240000001	2.9629629629999998	1.166502463	14.981818179999999	16.64	7.4562900000000004E-4	3.4728200000000003E-4
9	CW0166	LA4775		LA4775					BGV013134						BGV013134	TRUE	FALSE	lycopersicum							SLC MEX	CRI	Cartago	CATIE;Turrialba;Cartago	unknown		9.9	-83.683333329999996	3.005833333	9.879515122	2.0249999999999999	0.96762499999999996	6.8	3.273233914	30.754302429999999	7.6549019610000002	9.1542288999999999E-2	16.97142857	20.61886792	NA	NA
9	CW0167	LA4778		LA4778					BGV014514						BGV014514	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Lamas.Lamas.Lamas;San Martín	unknown	weed in the backyard	-6.420277778	-76.517499999999998	18.89416667	7.270140742	4.0845588240000001	1.8210555559999999	4.5999999999999996	0.85742494199999997	16.190520119999999	3.9538461539999998	0.26138613900000002	11.52941176	15.31851852	1.3070040000000001E-3	2.4232999999999999E-4
9	CW0168	LA4787		LA4787					BGV015727						BGV015727	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Ponazapa.Alonso Alvarado.Lamas;San Martín	unknown	primitive cultivar in farmland	-6.3244444440000001	-76.68305556	12.10791667	7.453723488	2.180555	2.2555729169999998	5	2.218093138	27.601543589999999	6.0917431190000002	0.26536585400000001	12.6	15.81176471	1.5146300000000001E-4	4.5399999999999999E-5
9	CW0169	BGV008106							BGV008106						BGV008106	TRUE	FALSE	lycopersicum							SLC MEX	PER	Puno	Yanahuana;Puno	unknown	Home garden (1985).  One plant in dooryard garden with other vegetables and flowers. Typical SLC, with hairs, small flowers, stigmas barely exserted. Said to be spontaneous not sown. Fruit use desultory, said to be bitter. Photo of plant? General notes on SLC of San Juan del Oro region 10/29/1984: All = [?] SLC but with noted differences between collections. In most cases = single plants in dooryards, mostly not planted. None seen except in disturbed places, nearly always in gardens. Robust plants with highly divided leaves and good fruit set. Flowers generally tiny and scarcely or not exserted. Some claim flavor is good, others = bitter and used to cure chicken diseases. Km distances are all distances beyond San Juan del Oro. 	-14.25444444	-69.216666669999995	6.410416667	8.800759317	2.7250000000000001	1.133958333	5.8	3.523361988	68.151034109999998	7.0653465349999998	0.25346534700000001	13.178181820000001	17.2	9.4158977000000005E-2	6.3602090000000003E-3
9	CW0170	PI169588				EA04861	PI169588	TS-698						PI169588		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2396	30	Pending	Pending																					
9	CW0171	EA00488			CC00488	EA00488		TS-665						EA00488		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2088	28	Pending	Pending																					
9	CW0172	LYC3153			CC03221	EA03221		TS-677			LYC3153			LYC3153		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2927	16	Pending	Pending																					
10	CW0173	TR00020						TS-734				TR00020		TR00020		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2747	18	Pending	Pending																					
10	CW0174	LA4767		LA4767					BGV008354						BGV008354	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	CRI	San José	San José	unknown		unknown	unknown	17.69916667	8.382227227	3.2749999999999999	1.830820455	6	6.5229401960000004	45.801067269999997	6.8075471700000003	0.182178218	14.603636359999999	18.20377358	3.4391579999999999E-3	5.5362100000000002E-4
10	CW0175	TR00021						TS-736				TR00021		TR00021		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3924	15	Pending	Pending																					
10	CW0176	LA4751		LA4751					BGV007927						BGV007927	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	MEX	Sinaloa	El Vergel.Culiacán;Sinaloa	Tomate	wild, wild, margin of water canal, spontaneous, 5-7 mm	24.716666669999999	-107.7833333	1.455095833	13.12065704	2.0125000000000002	0.75335694399999997	8	2.8568150409999999	64.755422690000003	5.2723809519999998	7.6923077000000006E-2	21.542857139999999	24.829629629999999	1.1613171E-2	1.854922E-3
10	CW0177	LA4672		LA4672					BGV006235						BGV006235	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Indanza.Limón Indanza;Morona Santiago	Tomate riñón	kidney tomate, primitive cultivar	-3.0630555560000001	-78.486388890000001	10.55291667	7.337622694	3.392948718	2.04325	4.4000000000000004	1.1934686910000001	43.144070640000002	6.3529411759999999	0.35555555599999999	11.0877193	13.63076923	4.6266830000000004E-3	1.221445E-3
10	CW0178	BGV008108							BGV008108					BGV008108	BGV008108	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	8686	8	SRR10763458	83021621615	SLC MEX-CA-NSA	PER	Madre de Dios	Yunguyo;Madre de Dios	unknown	In a chacra, as a weed in waste places (1985)	-12.037299000000001	-70.846772999999999	4.18125	10.72623419	2.3875000000000002	0.96265037899999994	5.4	3.164539628	34.325331730000002	7.382178218	0.32636815899999999	13.353846150000001	15.34693878	2.4965310000000002E-3	4.1527699999999997E-4
10	CW0179	LA4781		LA4781					BGV014518						BGV014518	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Rumisapa.Rumisapa.Lamas;San Martín	unknown	primitive cultivar in backyard	-6.4494444440000001	-76.471666670000005	13.53944444	7.088425057	2.9	1.935444444	4.7	1.3417907060000001	41.400835229999998	6.342745098	0.27365291800000002	12.112280699999999	15.064150939999999	1.6903249999999999E-3	5.6234299999999998E-4
10	CW0180	LA4765		LA4765					BGV008345						BGV008345	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	SLV			unknown		unknown	unknown	4.009583333	8.653508772	2.0499999999999998	1.1925555560000001	5.0999999999999996	1.5621075289999999	25.791132730000001	6.4293577979999998	0.186407767	11.621052629999999	15.060869569999999	NA	NA
